251,1,1,24
251,1,1,24
251,2,1,29
251,3,1,29
251,3,1,29
251,4,1,29
251,5,1,29
251,5,1,29
251,6,1,29
251,6,1,29
251,7,1,29
251,8,1,29
251,9,1,29
251,10,1,29
251,11,1,29
251,12,1,33
251,13,1,72
251,14,1,72
251,15,1,72
251,16,1,72
251,17,1,72
251,18,1,72
251,19,1,72
251,20,1,72
251,21,1,72
251,22,1,125
251,23,1,192
251,24,1,192
251,25,1,192
251,26,1,245
388,27,1,239
388,28,1,239
388,29,1,239
388,30,1,239
388,31,1,239
388,32,1,239
388,33,1,239
388,34,1,239
388,35,1,239
388,36,1,239
388,36,1,239
87,27,1,286
87,37,1,286
87,38,1,286
87,39,1,286
87,40,1,286
87,41,1,286
87,42,1,286
87,43,1,286
564,44,1,35
564,44,1,35
564,45,1,35
564,46,1,35
564,47,1,35
564,48,1,35
564,49,1,35
564,50,1,35
564,51,1,35
564,52,1,35
564,53,1,35
564,53,1,35
564,54,1,35
564,55,1,35
564,56,1,35
564,57,1,35
564,58,1,35
564,59,1,35
564,60,1,35
564,61,1,35
564,62,1,35
564,63,1,35
564,64,1,35
564,65,1,35
564,66,1,35
564,67,1,35
564,68,1,35
564,69,1,35
564,70,1,35
564,71,1,35
564,72,1,35
564,73,1,35
564,74,1,35
564,75,1,35
564,76,1,35
564,77,1,35
564,78,1,35
564,79,1,35
564,80,1,35
564,81,1,35
564,82,1,35
564,83,1,35
564,84,1,35
564,85,1,35
564,85,1,35
564,86,1,35
564,87,1,35
564,88,1,35
564,89,1,35
564,90,1,35
564,91,1,35
564,91,1,35
564,92,1,35
564,93,1,35
564,94,1,35
564,95,1,35
564,96,1,35
564,97,1,35
564,98,1,35
564,99,1,35
564,100,1,35
564,101,1,35
564,102,1,35
564,103,1,35
564,104,1,35
564,105,1,35
564,106,1,35
564,107,1,35
564,108,1,35
564,109,1,35
564,110,1,35
564,111,1,35
564,112,1,35
564,113,1,35
564,114,1,35
564,115,1,35
564,116,1,35
564,117,1,35
564,118,1,35
564,119,1,35
564,120,1,35
564,121,1,35
564,122,1,35
564,123,1,35
564,124,1,35
564,125,1,35
564,126,1,35
564,127,1,35
564,128,1,35
564,129,1,35
564,130,1,35
564,131,1,35
564,132,1,35
564,133,1,35
564,134,1,35
564,135,1,35
564,136,1,35
564,137,1,35
564,138,1,35
564,139,1,35
564,140,1,35
564,141,1,35
564,142,1,35
564,143,1,35
564,144,1,35
564,145,1,35
564,146,1,35
564,147,1,35
564,148,1,35
564,149,1,35
564,150,1,35
564,151,1,35
564,152,1,35
564,153,1,35
564,154,1,35
564,154,1,35
564,155,1,35
564,156,1,35
564,157,1,35
564,158,1,35
564,159,1,35
564,160,1,35
564,161,1,35
564,162,1,35
564,163,1,35
564,164,1,35
564,165,1,35
564,166,1,35
564,166,1,35
564,167,1,35
564,168,1,35
564,169,1,35
564,170,1,35
564,171,1,35
564,172,1,35
564,173,1,35
564,174,1,35
564,175,1,35
564,176,1,35
564,177,1,35
564,178,1,35
564,179,1,35
564,180,1,35
564,181,1,35
564,182,1,35
564,183,1,35
564,184,1,35
564,185,1,35
564,186,1,35
564,187,1,35
564,188,1,35
564,189,1,35
564,190,1,35
564,191,1,35
564,192,1,35
564,193,1,35
564,194,1,35
564,195,1,35
564,196,1,35
564,197,1,35
564,122,1,35
564,198,1,35
564,199,1,35
564,200,1,35
564,201,1,35
564,202,1,35
564,203,1,35
564,128,1,35
564,133,1,35
564,204,1,35
564,205,1,35
564,206,1,35
564,134,1,35
564,207,1,35
564,208,1,35
564,209,1,35
564,210,1,35
564,211,1,35
564,212,1,35
564,213,1,42
564,214,1,42
564,215,1,42
564,216,1,42
564,217,1,42
564,218,1,42
564,219,1,42
564,220,1,42
564,221,1,42
564,221,1,42
564,222,1,42
564,223,1,42
564,224,1,42
564,225,1,42
564,226,1,42
564,227,1,42
564,228,1,42
564,229,1,42
564,229,1,42
564,229,1,42
564,230,1,42
564,231,1,42
564,232,1,42
564,233,1,42
564,234,1,42
564,235,1,42
564,235,1,42
564,236,1,42
564,237,1,42
564,238,1,42
564,239,1,42
564,240,1,42
564,241,1,42
564,242,1,42
564,243,1,42
564,244,1,42
564,245,1,42
564,246,1,42
564,247,1,42
566,50,1,23
566,67,1,23
566,37,1,23
566,248,1,24
566,249,1,24
566,250,1,24
566,251,1,24
566,252,1,24
566,252,1,24
566,253,1,24
566,254,1,24
566,255,1,24
566,255,1,24
566,255,1,24
566,256,1,24
566,257,1,24
566,258,1,24
566,259,1,24
566,260,1,24
566,261,1,24
566,262,1,24
566,263,1,24
566,264,1,24
566,265,1,24
566,266,1,24
566,267,1,24
566,268,1,24
566,269,1,24
566,270,1,24
566,271,1,24
566,272,1,24
566,273,1,24
566,274,1,24
566,275,1,24
566,276,1,24
566,277,1,24
566,277,1,24
